title,longitude,latitude
"Production Operator",103.706,1.32886
"Material Handler",103.706,1.32958
"Executive – HR & Administration",103.71,1.34922
BEAUTICIAN,103.853,1.30527
"Vegetables Packer/Cutter",103.714,1.33701
"Operation Executive",103.886,1.32919
"Project Coordinator",103.855,1.30939
"HR Manager - Live Seafood Company",103.724,1.30834
Driver,103.66,1.31511
"Hotel Executive/ Housekeeper",103.861,1.31183
"Web Designer",103.841,1.34938
Manicurist,103.841,1.34945
"4-Day Week Production Crew Required At Taiseng Area",103.891,1.34094
"Tender Coordinator ",103.971,1.38527
"Sales Engineer",103.784,1.44004
"Part-time weekend admin",103.789,1.30532
"Restaurant Service Crew",103.856,1.29839
"Accounts Executive",103.875,1.32611
"Lifting Supervisor",103.652,1.30891
"Team Lead, Cell Culture Development",103.64,1.29896
"Human Resources Business Partner",103.896,1.32744
"Healthcare Facilitator",103.831,1.30591
"Senior / Engineer, Rail Permanent Way & Civil Structure",103.756,1.39753
Receptionist,103.852,1.29027
"Service Crew @ cafes in Kembangan / Serangoon - Part-Time",103.91,1.31861
"F&B Wedding Banquet Crew - 17, 18 Sep (5pm-12am), 19 Sep (10am-4pm), $9/hr  [Choose the days to work",103.976,1.38901
"HR Executive  / Admin Assistant",103.859,1.31239
"Part-time Kitchen Assistant",103.772,1.3141
"Civil & Structural Design Engineer #SGUnitedTraineeships #SGUP",103.863,1.31038
"Store Assistant",103.771,1.31353
"SERVICE CREW",103.903,1.30842
"Drafter and Project Assistant",103.828,1.28651
Cook,103.91,1.31867
"HR & Admin Executive",103.723,1.30875
"Inventory executive",103.723,1.30805
"Accounting Manager",103.848,1.28802
" Junior Analyst",103.848,1.28797
"Chef De Partie",103.846,1.28255
"Accounts Assistant",103.853,1.30689
"HR Manager",103.854,1.30483
"QA Junior Associate",103.71,1.32635
"Operations Executive",103.717,1.43174
"Sale Executive",103.881,1.31155
"Accounts Assistant - Part-Time",103.709,1.33194
"Commercial Analyst #SGUnitedTraineeships #SGUP",103.85,1.28122
Horticulturist,103.753,1.33651
"Retail Executive",103.831,1.30548
"Administrative cum Course Consultant",103.831,1.30608
"Warehouse Assistant/ Packers x2",103.897,1.33448
COOK,103.881,1.34806
"Management Trainee #SGUnitedJobs",103.781,1.31942
"Brand and Marketing Communications Asst. Mgr/Manager",103.903,1.30821
"Admin Executive",103.898,1.36972
Chef,103.806,1.28893
"MARKETING COMMUNICATIONS ",103.826,1.42691
"Fondant Artist",103.826,1.42691
"Graphic Designer (Lifestyle Brand)",103.854,1.30483
"Production Sous Chef #SGUNITEDJOBS",103.884,1.33387
"MASTER HAIRSTYLIST",103.853,1.30525
"Accounts & Admin Executive",103.893,1.35017
"Account Executive",103.841,1.34884
"Billing Supervisor",103.666,1.32409
"Store Executive ",103.721,1.3064
"Electrical Technician",103.879,1.32977
"Sales Engineer/ Sales Manager",103.968,1.37545
"Digital Marketing Specialist #SGUnitedJobs",103.884,1.33387
"Shipping & Logistics Executive",103.747,1.42149
"SENIOR SALES/MARKETING ENGINEER",103.652,1.33298
"Financial Planning Sales Executive",103.806,1.28847
"Subway Sandwich Artist",103.805,1.28877
"Business Development Executive",103.803,1.28478
"Digital Marketing Intern",103.803,1.28474
"Full-Time Clinic Assistant",103.798,1.3024
"Senior Research Fellow - Part-Time",103.799,1.28812
"Retail Sales Assistant",103.879,1.34903
"Recruitment Executive (Outsourcing Dept) ",103.812,1.28503
"Sales Executive",103.812,1.2851
"Servicing Mechanic Technician (E-Bike / Bicycle)",103.847,1.28745
"Contract Cost Analyst - 5 months",103.942,1.33868
"Project Manager#SGUP",103.842,1.28079
"Branded Channel Operations Specialist",103.856,1.29499
"Mechanical & Electrical (M&E) Supervisor",103.891,1.35212
"CLINIC ASSISTANT ",103.844,1.32215
"Cleaner cum Assistant Teacher",103.905,1.32062
"Operation Manager",103.827,1.43988
"Carpenter Supervisor",103.842,1.34842
"SALES PERSONNEL",103.66,1.30384
"Sales Account Manager",103.739,1.29984
"Mechanical Engineer",103.641,1.31771
"Account cum Administrative Executive",103.799,1.45478
"SENIOR CHARTERING MANAGER",103.86,1.31322
"Deputy Director of Technical Security Department",103.86,1.31322
"Senior Software Engineer",103.837,1.3599
"Assistant Restaurant Manager",103.85,1.32523
"Portfolio Analyst",103.904,1.30773
Administrator,103.758,1.35332
"Customer Service Officer (Warehouse)",103.677,1.31112
"Temp Customer Service Executive (6 months)",103.721,1.27113
"Transport Controller#SGUnitedJobs",103.677,1.31112
"OPERATION ASSISTANT",103.723,1.30983
"Sales Executive",103.664,1.31338
"ACCOUNTANT ASSISTANT",103.847,1.2873
"Installer / Electrician",103.841,1.34948
"Sales Coordinator ",103.898,1.339
Specialist,103.837,1.27195
"Project Engineer",103.854,1.32542
"Technician / Senior Technician",103.976,1.37929
"Operations Supervisor",103.883,1.33382
"Administrative Assistant",103.85,1.27966
Housekeeper,103.849,1.28749
"Senior Accounts Executive",103.744,1.41417
"Project Admin",103.744,1.41416
"Warehouse Assistant (ID2034)",103.748,1.42138
"SENIOR DESIGNER",103.844,1.28293
"Occupational Health Executive",103.638,1.31831
"Accounts cum Admin Executive",103.807,1.4377
"Flooring Installer",103.807,1.43809
"IT Executive",103.836,1.289
"Skincare Therapist cum Customer Service Executive",103.83,1.30665
"Junior customer service manager ",103.83,1.30665
"GENERAL MANAGER",103.858,1.3019
"Ambassador for Japanese Liquor @ Takashimaya (Sep - Dec) - $12/hr",103.835,1.30256
"Data Analyst (permanent role, inhouse, MNC - $6000)",103.835,1.30242
"Cook (6 days work + incentive)",103.834,1.30296
"Business Analyst, TR APAC",103.835,1.30241
"Front Office Executive",103.835,1.29028
"Student Care Chinese Language Teacher",103.911,1.31477
Cook,103.768,1.35805
"Full-time Kitchen Cook/Chef",103.829,1.29536
"Chef (Grill or Pasta) at La Braceria Restaurant, fast hire, great benefit.",103.807,1.33179
"Senior Engineer, Software - Prediction, Decision and Planning",103.749,1.32711
"Logistics Admin / Shipping Administrator ",103.677,1.32628
Cook,103.787,1.43759
"Assistant Engineer",103.677,1.3251
"Store Assistant",103.677,1.3247
"Graphic Design Intern",103.846,1.29069
"Warehouse Assistant",103.749,1.33928
"Floater - Boon keng",103.865,1.32144
"Senior Manufacturing Engineer (Volume Manufacturing)",103.852,1.29027
"MSK physiotherapist",103.845,1.28145
"Technology Consultant (Wealth Management)",103.852,1.28578
Chef/Cook,103.775,1.34242
"Account Cum Admin Executive",103.896,1.36104
"Sales Executive",103.894,1.35432
"QA / QC ENGINEER",103.669,1.3212
"Senior Logistics and Operations Executive",103.917,1.32681
"F&B Assistant",103.862,1.3023
"R&D Engineer",103.904,1.33242
"Retail Packer | Up to $8/hour",103.863,1.31182
"Business Development (Fitness & Gyms)",103.814,1.29107
"Sales Coordinator",103.972,1.37202
"General Manager & Barista",103.853,1.28077
captain,103.853,1.28077
"Sales Manager",103.703,1.32617
"Project Sales Development Associate (Entry Level)",103.85,1.28486
"Vice President Client Strategy",103.851,1.28237
"Systems Design Engineer",103.869,1.37309
"Business Analyst",103.85,1.27932
"CLASS 4/5 DRIVER (TIPPER TRUCK)",103.751,1.41338
"Style Advisor (Full-Time & Part-Time)",103.945,1.35249
"Blk cleaner - Boon keng",103.865,1.32144
"Rubbish collector - Boon keng",103.865,1.32144
"Assembly Technician",103.804,1.45206
Purchaser,103.665,1.31441
"ADMIN ASSISSTANT",103.842,1.34863
"Sales Executive (Part time/Full time)",103.842,1.34861
"Carpenter Supervisor",103.907,1.33624
"QC Inspector",103.685,1.32503
"Chef de Partie",103.794,1.31176
"Plumbing cum driver",103.754,1.33616
"Growth Operations Intern",103.896,1.32671
"Retail Sales Associate",103.896,1.32702
"Substitute Nurse",103.774,1.42538
